review_id,START_ID,END_ID
54,153,10744627
54,154,10746886
54,155,10720311
55,156,10742340
55,157,10741037
55,158,10720598
56,159,10720605
56,160,10730633
56,161,10745850
57,162,10752358
57,163,10742746
57,164,10738464
58,165,10750794
58,166,10742077
58,167,10751152
59,168,10750380
59,169,10748708
59,170,10751444
60,171,10753044
60,172,10738812
60,173,10742394
61,174,10753146
61,175,10748376
61,176,10747580
62,177,10741959
62,178,10753605
62,179,10720634
63,180,10750419
63,181,10752720
63,182,10747328
64,183,10750516
64,184,10750197
64,185,10739332
65,186,10720418
65,187,10753361
65,188,10750885
66,189,10745055
66,190,10753182
66,191,10739871
67,192,10751889
67,193,10753114
67,194,10739789
68,195,10746097
68,196,10753317
68,197,10721777
69,198,10742005
69,199,10752853
69,200,10746177
70,201,10752252
70,202,10738636
70,203,10741485
71,204,10744514
71,205,10720595
71,206,10738129
72,207,10749607
72,208,10744398
72,209,10750709
73,210,10743171
73,211,10745082
73,212,10720288
74,213,10750045
74,214,10740181
74,215,10739796
75,216,10742366
75,217,10747538
75,218,10750052
76,219,10748972
76,220,10744956
76,221,10743583
77,222,10737961
77,223,10743408
77,224,10743457
78,225,10739494
78,226,10740286
78,227,10738809
79,228,10742643
79,229,10741281
79,230,10740280
80,231,10746936
80,232,10743410
80,233,10732009
81,234,10746354
81,235,10752976
81,236,10742825
82,237,10746838
82,238,10720143
82,239,10738026
83,240,10739588
83,241,10753700
83,242,10748520
84,243,10742662
84,244,10745240
84,245,10749694
85,246,10738591
85,247,10752725
85,248,10747254
86,249,10753323
86,250,10751307
86,251,10743545
87,252,10741819
87,253,10750569
87,254,10748111
88,255,10738711
88,256,10742072
88,257,10749325
89,258,10748470
89,259,10744106
89,260,10746897
90,261,10745094
90,262,10740311
90,263,10747933
91,264,10752020
91,265,10739808
91,266,10747288
92,267,10751029
92,268,10747300
92,269,10751220
93,270,10743743
93,271,10746176
93,272,10738537
94,273,10752578
94,274,10751986
94,275,10742165
95,276,10720252
95,277,10750990
95,278,10745702
96,279,10737265
96,280,10748654
96,281,10748626
97,282,10751118
97,283,10746360
97,284,10739440
98,285,10742376
98,286,10751064
98,287,10750761
99,288,10747852
99,289,10744584
99,290,10749355
100,291,10750216
100,292,10741878
100,293,10743149
101,294,10741381
101,295,10737252
101,296,10748259
102,297,10740462
102,298,10738650
102,299,10742925
103,300,10747482
103,301,10749631
103,302,10746694
104,303,10740599
104,304,10741847
104,305,10749875
105,306,10748157
105,307,10737976
105,308,10750437
106,309,10745041
106,310,10752484
106,311,10751941
107,312,10746383
107,313,10747574
107,314,10747479
108,315,10743300
108,316,10739091
108,317,10741730
109,318,10751885
109,319,10751382
109,320,10721200
110,321,10753259
110,322,10726384
110,323,10752007
111,324,10748042
111,325,10746040
111,326,10742577
112,327,10751912
112,328,10742930
112,329,10743542
113,330,10743653
113,331,10749034
113,332,10749881
114,333,10753156
114,334,10744414
114,335,10749952
115,336,10745732
115,337,10747545
115,338,10746091
116,339,10746062
116,340,10751951
116,341,10741006
117,342,10743839
117,343,10741417
117,344,10743954
118,345,10741556
118,346,10720151
118,347,10743861
119,348,10744000
119,349,10748906
119,350,10749886
120,351,10747325
120,352,10749141
120,353,10751762
121,354,10750237
121,355,10744991
121,356,10748555
122,357,10724490
122,358,10744112
122,359,10736658
123,360,10750150
123,361,10753260
123,362,10720332
124,363,10753130
124,364,10738699
124,365,10742989
125,366,10740965
125,367,10747728
125,368,10753630
126,369,10740786
126,370,10743209
126,371,10751470
127,372,10748547
127,373,10747590
127,374,10751836
128,375,10747653
128,376,10751961
128,377,10740760
129,378,10749399
129,379,10743647
129,380,10745545
130,381,10753563
130,382,10743002
130,383,10748312
131,384,10748063
131,385,10742359
131,386,10743932
132,387,10750556
132,388,10753038
132,389,10752844
133,390,10738287
133,391,10738884
133,392,10743601
134,393,10751354
134,394,10741484
134,395,10746978
135,396,10748883
135,397,10751505
135,398,10753669
136,399,10753674
136,400,10749701
136,401,10740907
137,402,10737306
137,403,10745310
137,404,10740122
138,405,10751501
138,406,10748834
138,407,10750441
139,408,10743201
139,409,10751344
139,410,10720466
140,411,10750123
140,412,10739347
140,413,10746478
141,414,10747226
141,415,10743298
141,416,10747130
142,417,10745084
142,418,10749107
142,419,10742155
143,420,10743255
143,421,10748810
143,422,10746094
144,423,10753307
144,424,10743820
144,425,10748824
145,426,10751820
145,427,10743639
145,428,10749025
146,429,10743685
146,430,10747627
146,431,10738836
147,432,10746485
147,433,10748968
147,434,10744468
148,435,10750465
148,436,10743358
148,437,10737867
149,438,10750419
149,439,10738172
149,440,10741587
150,441,10745940
150,442,10740529
150,443,10743768
151,444,10742960
151,445,10752320
151,446,10742617
152,447,10751263
152,448,10738331
152,449,10737569
153,450,10746104
153,451,10746137
153,452,10737734
154,453,10727549
154,454,10741495
154,455,10739150
155,456,10748935
155,457,10750323
155,458,10740470
156,459,10747078
156,460,10744294
156,461,10750867
157,462,10747087
157,463,10750493
157,464,10752992
158,465,10752457
158,466,10744268
158,467,10740236
159,468,10743365
159,469,10750807
159,470,10746748
160,471,10748822
160,472,10744797
160,473,10750381
161,474,10738499
161,475,10738848
161,476,10746768
162,477,10749926
162,478,10748974
162,479,10744905
163,480,10746955
163,481,10746812
163,482,10742409
164,483,10739862
164,484,10743173
164,485,10742456
165,486,10741579
165,487,10745980
165,488,10749359
166,489,10741675
166,490,10740536
166,491,10741993
167,492,10748279
167,493,10739208
167,494,10753584
168,495,10742189
168,496,10739938
168,497,10735995
169,498,10731037
169,499,10738316
169,500,10742070
170,501,10748827
170,502,10740854
170,503,10742835
171,504,10743979
171,505,10745294
171,506,10742555
172,507,10739734
172,508,10743253
172,509,10747628
173,510,10746832
173,511,10738243
173,512,10752859
174,513,10747437
174,514,10746131
174,515,10748935
175,516,10744500
175,517,10738516
175,518,10741527
176,519,10742815
176,520,10753302
176,521,10750623
177,522,10745232
177,523,10740435
177,524,10737392
178,525,10748341
178,526,10749086
178,527,10746560
179,528,10753386
179,529,10747033
179,530,10738044
180,531,10746015
180,532,10752240
180,533,10742867
181,534,10748135
181,535,10751403
181,536,10745542
182,537,10743642
182,538,10752691
182,539,10739336
183,540,10739024
183,541,10751598
183,542,10744379
184,543,10741478
184,544,10743491
184,545,10721396
185,546,10743631
185,547,10752047
185,548,10750365
186,549,10737471
186,550,10747685
186,551,10745079
187,552,10750555
187,553,10744560
187,554,10742048
188,555,10748319
188,556,10751356
188,557,10750757
189,558,10750309
189,559,10745439
189,560,10734770
190,561,10738324
190,562,10746875
190,563,10752208
191,564,10751696
191,565,10752482
191,566,10751915
192,567,10738348
192,568,10737339
192,569,10741043
193,570,10739290
193,571,10753083
193,572,10742564
194,573,10737960
194,574,10738713
194,575,10748719
195,576,10739227
195,577,10753564
195,578,10740906
196,579,10745273
196,580,10746227
196,581,10739914
197,582,10744576
197,583,10746512
197,584,10753432
198,585,10747930
198,586,10745345
198,587,10720265
199,588,10742147
199,589,10749507
199,590,10744203
200,591,10752191
200,592,10748012
200,593,10743535
201,594,10745683
201,595,10739158
201,596,10749800
202,597,10741156
202,598,10749167
202,599,10748722
203,600,10749192
203,601,10721098
203,602,10739904
204,603,10753499
204,604,10752147
204,605,10742991
205,606,10743668
205,607,10742173
205,608,10742221
206,609,10737931
206,610,10747719
206,611,10752604
207,612,10722628
207,613,10738575
207,614,10742750
208,615,10753417
208,616,10742362
208,617,10738685
209,618,10743930
209,619,10746932
209,620,10737497
210,621,10751263
210,622,10749629
210,623,10741373
211,624,10749551
211,625,10738416
211,626,10741403
212,627,10739933
212,628,10741490
212,629,10746121
213,630,10740087
213,631,10749617
213,632,10749392
214,633,10730684
214,634,10753140
214,635,10740318
215,636,10742140
215,637,10742200
215,638,10741019
216,639,10741371
216,640,10750644
216,641,10738829
217,642,10744872
217,643,10751262
217,644,10753025
218,645,10751084
218,646,10738497
218,647,10736193
219,648,10745852
219,649,10741034
219,650,10740390
220,651,10748587
220,652,10741349
220,653,10740361
221,654,10749667
221,655,10748742
221,656,10741730
222,657,10740209
222,658,10751128
222,659,10742362
223,660,10751650
223,661,10746903
223,662,10746759
224,663,10751622
224,664,10745835
224,665,10750618
225,666,10744995
225,667,10753634
225,668,10744250
226,669,10740299
226,670,10738101
226,671,10741512
227,672,10741316
227,673,10745943
227,674,10750307
228,675,10753048
228,676,10750546
228,677,10739303
229,678,10749222
229,679,10745695
229,680,10752304
230,681,10747290
230,682,10740446
230,683,10749033
231,684,10750524
231,685,10740762
231,686,10738442
232,687,10744608
232,688,10745532
232,689,10747816
233,690,10748866
233,691,10742135
233,692,10742474
234,693,10742870
234,694,10749742
234,695,10737998
235,696,10751020
235,697,10749005
235,698,10744399
236,699,10727234
236,700,10746436
236,701,10737761
237,702,10749220
237,703,10744562
237,704,10752095
238,705,10742580
238,706,10743602
238,707,10744785
239,708,10749537
239,709,10748453
239,710,10751452
240,711,10744692
240,712,10747730
240,713,10739929
241,714,10738839
241,715,10749634
241,716,10724638
242,717,10740419
242,718,10752096
242,719,10739004
243,720,10750345
243,721,10743859
243,722,10749773
244,723,10749476
244,724,10750699
244,725,10742599
245,726,10744665
245,727,10743525
245,728,10750890
246,729,10745615
246,730,10747627
246,731,10751264
247,732,10753455
247,733,10743763
247,734,10751435
248,735,10744784
248,736,10751628
248,737,10739648
249,738,10752195
249,739,10750103
249,740,10739784
250,741,10746605
250,742,10747854
250,743,10750107
251,744,10753207
251,745,10739353
251,746,10737493
252,747,10748435
252,748,10745552
252,749,10744368
253,750,10744232
253,751,10745124
253,752,10742076
254,753,10740252
254,754,10740860
254,755,10750324
255,756,10739274
255,757,10742710
255,758,10746865
256,759,10749084
256,760,10744854
256,761,10740937
257,762,10745866
257,763,10745771
257,764,10745816
258,765,10749630
258,766,10749636
258,767,10747597
259,768,10737371
259,769,10745845
259,770,10741790
260,771,10744802
260,772,10745549
260,773,10749745
261,774,10740079
261,775,10743744
261,776,10744155
262,777,10747619
262,778,10737703
262,779,10748192
263,780,10739148
263,781,10742215
263,782,10743681
264,783,10747238
264,784,10739817
264,785,10720452
265,786,10740484
265,787,10751338
265,788,10747220
266,789,10745259
266,790,10742047
266,791,10740827
267,792,10744583
267,793,10740314
267,794,10748316
268,795,10752780
268,796,10744432
268,797,10748369
269,798,10751231
269,799,10744480
269,800,10740966
270,801,10738301
270,802,10751299
270,803,10748794
271,804,10747811
271,805,10746671
271,806,10751909
272,807,10751865
272,808,10752388
272,809,10753127
273,810,10752362
273,811,10745248
273,812,10750198
274,813,10742398
274,814,10741857
274,815,10752434
275,816,10746848
275,817,10744907
275,818,10748401
276,819,10720421
276,820,10748006
276,821,10747889
277,822,10747883
277,823,10746343
277,824,10748266
278,825,10750446
278,826,10752857
278,827,10743705
279,828,10750350
279,829,10739578
279,830,10741621
280,831,10744835
280,832,10744384
280,833,10741271
281,834,10751104
281,835,10749884
281,836,10738759
282,837,10746983
282,838,10743125
282,839,10750277
283,840,10742098
283,841,10739628
283,842,10740140
284,843,10742917
284,844,10751019
284,845,10742368
285,846,10742547
285,847,10753042
285,848,10751106
286,849,10731301
286,850,10720376
286,851,10750552
287,852,10749574
287,853,10726286
287,854,10746553
288,855,10742382
288,856,10752319
288,857,10739003
289,858,10744091
289,859,10751322
289,860,10748506
290,861,10738329
290,862,10744704
290,863,10747994
291,864,10750969
291,865,10738902
291,866,10720389
292,867,10738054
292,868,10747079
292,869,10751516
293,870,10752469
293,871,10745521
293,872,10752409
294,873,10733030
294,874,10739721
294,875,10751843
295,876,10740217
295,877,10720354
295,878,10738913
296,879,10741161
296,880,10748214
296,881,10746345
297,882,10743529
297,883,10752064
297,884,10739317
298,885,10751747
298,886,10749779
298,887,10738232
299,888,10720579
299,889,10747187
299,890,10744153
300,891,10744586
300,892,10747805
300,893,10744187
301,894,10730512
301,895,10749840
301,896,10747023
302,897,10743963
302,898,10741892
302,899,10722337
303,900,10741157
303,901,10745601
303,902,10739575
304,903,10750250
304,904,10742766
304,905,10743814
305,906,10738312
305,907,10747402
305,908,10749879
306,909,10739939
306,910,10738713
306,911,10742396
307,912,10731249
307,913,10753441
307,914,10741566
308,915,10740160
308,916,10749129
308,917,10752226
309,918,10746521
309,919,10746000
309,920,10746383
310,921,10751084
310,922,10744283
310,923,10746505
311,924,10742384
311,925,10742573
311,926,10741231
312,927,10720459
312,928,10738972
312,929,10740883
313,930,10743100
313,931,10743257
313,932,10744119
314,933,10742743
314,934,10740734
314,935,10720510
315,936,10751408
315,937,10748472
315,938,10739875
316,939,10748069
316,940,10750778
316,941,10739279
317,942,10753018
317,943,10743968
317,944,10750350
318,945,10741130
318,946,10738160
318,947,10738091
319,948,10739484
319,949,10750284
319,950,10744359
320,951,10746661
320,952,10741344
320,953,10746323
321,954,10748573
321,955,10742059
321,956,10745576
322,957,10737818
322,958,10750211
322,959,10743816
323,960,10746258
323,961,10739974
323,962,10738313
324,963,10753255
324,964,10749477
324,965,10744438
325,966,10740597
325,967,10752066
325,968,10746545
326,969,10740023
326,970,10748770
326,971,10730487
327,972,10743150
327,973,10742140
327,974,10742858
328,975,10748439
328,976,10752360
328,977,10737437
329,978,10747842
329,979,10747400
329,980,10743576
330,981,10738236
330,982,10720230
330,983,10742666
331,984,10753631
331,985,10735992
331,986,10737531
332,987,10748149
332,988,10748517
332,989,10750305
333,990,10745988
333,991,10738294
333,992,10744238
334,993,10751302
334,994,10720621
334,995,10749505
335,996,10733547
335,997,10742046
335,998,10744723
336,999,10749789
336,1000,10738611
336,1001,10749153
337,1002,10753527
337,1003,10746065
337,1004,10752890
338,1005,10720688
338,1006,10748852
338,1007,10746928
339,1008,10740126
339,1009,10738765
339,1010,10744833
340,1011,10745974
340,1012,10720703
340,1013,10738856
341,1014,10747138
341,1015,10749038
341,1016,10751639
342,1017,10752323
342,1018,10748795
342,1019,10751271
343,1020,10743273
343,1021,10750229
343,1022,10743731
344,1023,10753106
344,1024,10742225
344,1025,10753561
345,1026,10738247
345,1027,10746188
345,1028,10744965
346,1029,10749867
346,1030,10745313
346,1031,10753538
347,1032,10745548
347,1033,10753335
347,1034,10753154
348,1035,10746654
348,1036,10739351
348,1037,10742567
349,1038,10752705
349,1039,10741305
349,1040,10749022
350,1041,10749565
350,1042,10745172
350,1043,10739745
351,1044,10748702
351,1045,10745655
351,1046,10752092
352,1047,10750188
352,1048,10751226
352,1049,10739600
353,1050,10749470
353,1051,10752296
353,1052,10746767
354,1053,10753580
354,1054,10738059
354,1055,10750538
355,1056,10741720
355,1057,10750378
355,1058,10748505
356,1059,10747151
356,1060,10745344
356,1061,10739381
357,1062,10739154
357,1063,10720269
357,1064,10737996
358,1065,10752902
358,1066,10749793
358,1067,10752948
359,1068,10744414
359,1069,10749615
359,1070,10740627
360,1071,10745240
360,1072,10742778
360,1073,10745403
361,1074,10746952
361,1075,10742041
361,1076,10752097
362,1077,10738903
362,1078,10751127
362,1079,10742346
363,1080,10738772
363,1081,10739573
363,1082,10738129
364,1083,10746299
364,1084,10720334
364,1085,10744292
365,1086,10742240
365,1087,10721114
365,1088,10748144
366,1089,10750531
366,1090,10752324
366,1091,10749671
367,1092,10739674
367,1093,10737642
367,1094,10737687
368,1095,10753560
368,1096,10747260
368,1097,10738783
369,1098,10742215
369,1099,10744334
369,1100,10746259
370,1101,10751638
370,1102,10738649
370,1103,10739880
371,1104,10747082
371,1105,10746284
371,1106,10744839
372,1107,10751155
372,1108,10741704
372,1109,10742879
373,1110,10737935
373,1111,10720416
373,1112,10744733
374,1113,10749996
374,1114,10739749
374,1115,10747879
375,1116,10749581
375,1117,10750722
375,1118,10744684
376,1119,10743825
376,1120,10747637
376,1121,10749959
377,1122,10746806
377,1123,10738973
377,1124,10737950
378,1125,10744975
378,1126,10745711
378,1127,10747740
379,1128,10743335
379,1129,10748892
379,1130,10737542
380,1131,10743528
380,1132,10748700
380,1133,10738886
381,1134,10750036
381,1135,10753007
381,1136,10737577
382,1137,10743414
382,1138,10750592
382,1139,10748660
383,1140,10748106
383,1141,10747740
383,1142,10753021
384,1143,10740527
384,1144,10752061
384,1145,10752229
385,1146,10751065
385,1147,10750902
385,1148,10742000
386,1149,10738586
386,1150,10740075
386,1151,10753249
387,1152,10752544
387,1153,10752977
387,1154,10727671
388,1155,10752871
388,1156,10740456
388,1157,10752250
389,1158,10742250
389,1159,10747839
389,1160,10749499
390,1161,10749138
390,1162,10738375
390,1163,10738416
391,1164,10720663
391,1165,10747015
391,1166,10743731
392,1167,10741235
392,1168,10738946
392,1169,10751161
393,1170,10750070
393,1171,10746153
393,1172,10740599
394,1173,10748739
394,1174,10748642
394,1175,10742789
395,1176,10744224
395,1177,10738280
395,1178,10741373
396,1179,10745222
396,1180,10744305
396,1181,10747374
397,1182,10739090
397,1183,10739634
397,1184,10739567
398,1185,10748588
398,1186,10749114
398,1187,10751798
399,1188,10751154
399,1189,10751993
399,1190,10746683
400,1191,10739640
400,1192,10751888
400,1193,10751245
401,1194,10744029
401,1195,10740329
401,1196,10744605
402,1197,10742188
402,1198,10751022
402,1199,10739264
403,1200,10741708
403,1201,10752676
403,1202,10743723
404,1203,10740923
404,1204,10735841
404,1205,10738867
405,1206,10753574
405,1207,10747012
405,1208,10745497
406,1209,10740786
406,1210,10722337
406,1211,10742505
407,1212,10742684
407,1213,10744413
407,1214,10747618
408,1215,10738689
408,1216,10738063
408,1217,10751911
409,1218,10720371
409,1219,10730891
409,1220,10744532
410,1221,10740183
410,1222,10740719
410,1223,10748513
411,1224,10722128
411,1225,10750410
411,1226,10747448
412,1227,10741259
412,1228,10752704
412,1229,10748236
413,1230,10737542
413,1231,10746571
413,1232,10743755
414,1233,10740356
414,1234,10746670
414,1235,10720466
415,1236,10745992
415,1237,10748014
415,1238,10744435
416,1239,10753664
416,1240,10744380
416,1241,10749149
417,1242,10742332
417,1243,10745763
417,1244,10749523
418,1245,10743081
418,1246,10745434
418,1247,10751704
419,1248,10740184
419,1249,10740424
419,1250,10741297
420,1251,10740067
420,1252,10747365
420,1253,10742030
421,1254,10720479
421,1255,10741441
421,1256,10720295
422,1257,10743223
422,1258,10747369
422,1259,10746186
423,1260,10735199
423,1261,10750732
423,1262,10740848
424,1263,10746902
424,1264,10745288
424,1265,10743709
425,1266,10745636
425,1267,10742051
425,1268,10750576
426,1269,10746511
426,1270,10752436
426,1271,10748911
427,1272,10746842
427,1273,10742260
427,1274,10750868
428,1275,10720372
428,1276,10749330
428,1277,10720211
429,1278,10746781
429,1279,10746506
429,1280,10748624
430,1281,10748287
430,1282,10747367
430,1283,10737943
431,1284,10744254
431,1285,10730677
431,1286,10740889
432,1287,10748562
432,1288,10750067
432,1289,10745486
433,1290,10751437
433,1291,10740382
433,1292,10741244
434,1293,10743203
434,1294,10747725
434,1295,10743803
435,1296,10742944
435,1297,10745276
435,1298,10746659
436,1299,10737256
436,1300,10740522
436,1301,10746127
437,1302,10743401
437,1303,10737739
437,1304,10743148
438,1305,10749074
438,1306,10740622
438,1307,10742045
439,1308,10742768
439,1309,10739796
439,1310,10725572
440,1311,10737764
440,1312,10739464
440,1313,10737367
441,1314,10751700
441,1315,10746916
441,1316,10750692
442,1317,10720464
442,1318,10738443
442,1319,10739220
443,1320,10745763
443,1321,10748980
443,1322,10750765
444,1323,10746922
444,1324,10743654
444,1325,10750125
445,1326,10743534
445,1327,10733607
445,1328,10739515
446,1329,10744071
446,1330,10720441
446,1331,10743447
447,1332,10752125
447,1333,10752229
447,1334,10740403
448,1335,10753684
448,1336,10738473
448,1337,10737547
449,1338,10746278
449,1339,10740946
449,1340,10752916
450,1341,10737770
450,1342,10750194
450,1343,10724892
451,1344,10743710
451,1345,10744416
451,1346,10747394
452,1347,10751234
452,1348,10746548
452,1349,10746477
453,1350,10738717
453,1351,10739463
453,1352,10746201
454,1353,10746352
454,1354,10749050
454,1355,10742798
455,1356,10729978
455,1357,10747741
455,1358,10751323
456,1359,10753198
456,1360,10747001
456,1361,10751556
457,1362,10749883
457,1363,10743887
457,1364,10739521
458,1365,10749584
458,1366,10739086
458,1367,10745693
459,1368,10739729
459,1369,10750075
459,1370,10737342
460,1371,10737492
460,1372,10741625
460,1373,10743261
461,1374,10739680
461,1375,10746303
461,1376,10743900
463,1377,10743545
463,1378,10749602
463,1379,10752479
464,1380,10730209
464,1381,10737988
464,1382,10749685
465,1383,10751049
465,1384,10739858
465,1385,10720485
466,1386,10738255
466,1387,10752347
466,1388,10752253
467,1389,10750829
467,1390,10739854
467,1391,10750974
468,1392,10743968
468,1393,10746537
468,1394,10741046
469,1395,10746255
469,1396,10739597
469,1397,10753237
470,1398,10745574
470,1399,10743545
470,1400,10749934
471,1401,10749931
471,1402,10720407
471,1403,10738669
472,1404,10740322
472,1405,10724946
472,1406,10753021
473,1407,10749506
473,1408,10740490
473,1409,10746076
474,1410,10745646
474,1411,10742747
474,1412,10745935
475,1413,10742725
475,1414,10748860
475,1415,10742981
476,1416,10748468
476,1417,10752588
476,1418,10746118
477,1419,10741199
477,1420,10750232
477,1421,10742448
478,1422,10721822
478,1423,10739000
478,1424,10742003
479,1425,10738432
479,1426,10738568
479,1427,10738303
480,1428,10751431
480,1429,10742413
480,1430,10748177
481,1431,10739971
481,1432,10739165
481,1433,10743752
482,1434,10746988
482,1435,10741280
482,1436,10741054
483,1437,10744731
483,1438,10746159
483,1439,10752464
484,1440,10745880
484,1441,10745307
484,1442,10750927
485,1443,10745117
485,1444,10740564
485,1445,10750239
486,1446,10740395
486,1447,10750432
486,1448,10748331
487,1449,10738350
487,1450,10743082
487,1451,10740502
488,1452,10753262
488,1453,10752912
488,1454,10749930
489,1455,10742363
489,1456,10737551
489,1457,10739760
490,1458,10740149
490,1459,10734457
490,1460,10748795
491,1461,10750074
491,1462,10739235
491,1463,10739068
492,1464,10737931
492,1465,10750628
492,1466,10742926
493,1467,10740174
493,1468,10742996
493,1469,10741429
494,1470,10721729
494,1471,10753705
494,1472,10747110
495,1473,10738909
495,1474,10746373
495,1475,10740030
496,1476,10739183
496,1477,10752155
496,1478,10741453
497,1479,10741155
497,1480,10741977
497,1481,10720515
498,1482,10741830
498,1483,10739571
498,1484,10744658
499,1485,10751895
499,1486,10748298
499,1487,10749328
500,1488,10749869
500,1489,10740071
500,1490,10740192
501,1491,10753676
501,1492,10752982
501,1493,10738724
502,1494,10751672
502,1495,10743217
502,1496,10739202
503,1497,10741767
503,1498,10752784
503,1499,10743686
504,1500,10749333
504,1501,10742851
504,1502,10751833
505,1503,10720588
505,1504,10738966
505,1505,10742815
506,1506,10720146
506,1507,10737841
506,1508,10734140
507,1509,10742322
507,1510,10739016
507,1511,10742933
508,1512,10748800
508,1513,10752202
508,1514,10753574
509,1515,10746313
509,1516,10739798
509,1517,10738301
510,1518,10744400
510,1519,10740452
510,1520,10720176
511,1521,10748315
511,1522,10751641
511,1523,10742822
512,1524,10741695
512,1525,10749278
512,1526,10742267
513,1527,10744671
513,1528,10752520
513,1529,10740618
514,1530,10744219
514,1531,10747015
514,1532,10750523
515,1533,10751004
515,1534,10753185
515,1535,10750288
516,1536,10744339
516,1537,10745076
516,1538,10752443
517,1539,10739715
517,1540,10737325
517,1541,10745631
518,1542,10743952
518,1543,10746866
518,1544,10746780
519,1545,10748710
519,1546,10753589
519,1547,10751413
520,1548,10738606
520,1549,10743951
520,1550,10748620
521,1551,10737340
521,1552,10738648
521,1553,10744718
522,1554,10752109
522,1555,10746443
522,1556,10743516
523,1557,10747749
523,1558,10753108
523,1559,10738929
524,1560,10740062
524,1561,10753324
524,1562,10749996
525,1563,10737896
525,1564,10737797
525,1565,10740006
526,1566,10744965
526,1567,10750001
526,1568,10735545
527,1569,10748029
527,1570,10742514
527,1571,10720671
528,1572,10749050
528,1573,10751071
528,1574,10750459
529,1575,10722026
529,1576,10744340
529,1577,10747568
530,1578,10751659
530,1579,10738600
530,1580,10744648
531,1581,10746609
531,1582,10742175
531,1583,10741278
532,1584,10740788
532,1585,10737514
532,1586,10746239
533,1587,10738036
533,1588,10744800
533,1589,10742440
534,1590,10750245
534,1591,10748181
534,1592,10748624
535,1593,10745248
535,1594,10738146
535,1595,10747896
536,1596,10748059
536,1597,10738430
536,1598,10730908
537,1599,10745397
537,1600,10739734
537,1601,10752245
538,1602,10738450
538,1603,10748584
538,1604,10746001
539,1605,10738377
539,1606,10753317
539,1607,10738537
540,1608,10748401
540,1609,10739440
540,1610,10737646
541,1611,10738410
541,1612,10739412
541,1613,10747464
542,1614,10745186
542,1615,10740598
542,1616,10745893
543,1617,10734781
543,1618,10749734
543,1619,10744609
544,1620,10720488
544,1621,10743462
544,1622,10749394
545,1623,10750608
545,1624,10747050
545,1625,10747336
546,1626,10743073
546,1627,10744705
546,1628,10746708
547,1629,10722197
547,1630,10748624
547,1631,10740390
548,1632,10750770
548,1633,10720199
548,1634,10753542
549,1635,10749936
549,1636,10748572
549,1637,10740456
550,1638,10751909
550,1639,10752175
550,1640,10746713
551,1641,10741594
551,1642,10750201
551,1643,10738859
552,1644,10746152
552,1645,10749647
552,1646,10749747
553,1647,10743111
553,1648,10749939
553,1649,10752918
554,1650,10720309
554,1651,10741503
554,1652,10741316
555,1653,10743783
555,1654,10740714
555,1655,10720333
556,1656,10720341
556,1657,10751985
556,1658,10748409
557,1659,10730891
557,1660,10749505
557,1661,10745812
558,1662,10730895
