START_ID,END_ID
10720328,5
10720329,13
10720330,25
10720331,88
10720332,1
10720333,14
10720334,73
10720335,13
10720336,13
10720337,11
10720338,17
10720339,9
10720340,98
10720341,22
10720342,44
10720343,1
10720344,32
10720345,4
10720346,16
10720347,15
10720348,2
10720349,19
10720350,91
10720351,16
10720352,11
10720353,83
10720354,17
10720355,88
10720356,98
10720357,12
10720358,17
10720359,17
10720360,13
10720361,86
10720362,9
10720363,11
10720364,13
10720365,17
10720366,89
10720367,69
10720368,15
10720369,8
10720370,9
10720371,17
10720372,19
10720373,66
10720374,12
10720375,13
10720376,88
10720377,2
10720378,34
10720379,27
10720380,19
10720381,13
10720382,59
10720383,78
10720384,64
10720385,18
10720386,29
10720387,88
10720388,11
10720389,35
10720390,1
10720391,17
10720392,19
10720393,14
10720394,34
10720395,17
10720396,14
10720397,45
10720398,71
10720399,92
10720400,11
10720401,16
10720402,27
10720403,17
10720404,14
10720405,14
10720406,2
10720407,19
10720408,11
10720409,93
10720410,15
10720411,67
10720412,16
10720413,14
10720414,72
10720415,17
10720416,16
10720417,12
10720418,52
10720419,16
10720420,44
10720421,39
10720422,17
10720423,13
10720424,12
10720425,43
10720426,61
10720427,7
10720428,21
10720429,11
10720430,11
10720431,15
10720432,77
10720433,13
10720434,85
10720435,47
10720436,76
10720437,55
10720438,74
10720439,16
10720440,11
10720441,58
10720442,81
10720443,12
10720444,18
10720445,34
10720446,13
10720447,25
10720448,12
10720449,57
10720450,19
10720451,13
10720452,13
10720453,0
10720454,59
10720455,17
10720456,14
10720457,16
10720458,86
10720459,2
10720460,3
10720461,15
10720462,74
10720463,17
10720464,19
10720465,19
10720466,57
10720467,89
10720468,12
10720469,19
10720470,19
10720471,18
10720472,25
10720473,2
10720474,14
10720475,84
10720476,16
10720477,19
10720478,26
10720479,14
10720480,36
10720481,17
10720482,13
10720483,15
10720484,87
10720485,16
10720486,17
10720487,3
10720488,16
10720489,18
10720490,19
10720491,11
10720492,79
10720493,16
10720494,73
10720495,16
10720496,5
10720497,92
10720498,11
10720499,18
10720500,25
10720501,13
10720502,62
10720503,19
10720504,17
10720505,29
10720506,19
10720507,22
10720508,54
10720509,15
10720510,21
10720511,8
10720512,1
10720513,39
10720514,22
10720515,1
10720516,17
10720517,17
10720518,19
10720519,57
10720520,14
10720521,15
10720522,2
10720523,13
10720524,11
10720525,18
10720526,24
10720527,22
10720528,72
10720529,18
10720530,19
10720531,3
10720532,27
10720533,73
10720534,19
10720535,14
10720536,26
10720537,16
10720538,14
10720539,12
10720540,17
10720541,11
10720542,3
10720543,18
10720544,19
10720545,15
10720546,14
10720547,21
10720548,18
10720549,71
10720550,18
10720551,15
10720552,18
10720553,15
10720554,1
10720555,25
10720556,18
10720557,56
10720558,16
10720559,32
10720560,12
10720561,49
10720562,12
10720563,18
10720564,19
10720565,2
10720566,84
10720567,48
10720568,17
10720569,52
10720570,53
10720571,87
10720572,1
10720573,11
10720574,82
10720575,22
10720576,14
10720577,12
10720578,25
10720579,11
10720580,69
10720581,41
10720582,15
10720583,66
10720584,18
10720585,16
10720586,13
10720587,62
10720588,2
10720589,3
10720590,19
10720591,19
10720592,2
10720593,16
10720594,6
10720595,72
10720596,13
10720597,15
10720598,94
10720599,19
10720600,22
10720601,19
10720602,19
10720603,11
10720604,13
10720605,87
10720606,14
10720607,16
10720608,17
10720609,3
10720610,58
10720611,11
10720612,11
10720613,38
10720614,5
10720615,43
10720616,78
10720617,7
10720618,11
10720619,98
10720620,2
10720621,14
10720622,4
10720623,85
10720624,59
10720625,14
10720626,18
10720627,15
10720628,17
10720629,34
10720630,19
10720631,16
10720632,3
10720633,14
10720634,48
10720635,12
10720636,12
10720637,14
10720638,16
10720639,96
10720640,25
10720641,11
10720642,18
10720643,21
10720644,59
10720645,18
10720646,28
10720647,84
10720648,13
10720649,13
10720650,17
10720651,13
10720652,32
10720653,49
10720654,64
10720655,28
10720656,51
10720657,2
10720658,15
10720659,19
10720660,7
10720661,11
10720662,13
10720663,21
10720664,18
10720665,12
10720666,77
10720667,13
10720668,13
10720669,26
10720670,94
10720671,36
10720672,19
10720673,77
10720674,44
10720675,19
10720676,16
10720677,16
10720678,16
10720679,47
10720680,14
10720681,1
10720682,16
10720683,13
10720684,62
10720685,5
10720686,81
10720687,12
10720688,13
10720689,15
10720690,3
10720701,13
10720702,17
10720703,22
10720704,76
10720705,19
10720707,16
10720708,89
10720709,14
10720710,14
10720711,11
10720712,2
10720713,18
10720756,47
10720825,43
10720887,89
10720919,11
10720948,54
10720951,1
10721001,19
10721062,13
10721063,18
10721064,19
10721065,9
10721093,19
10721098,35
10721099,15
10721114,11
10721159,18
10721189,4
10721200,4
10721207,12
10721277,12
10721279,48
10721286,9
10721292,14
10721313,18
10721314,14
10721324,15
10721331,69
10721374,17
10721375,16
10721396,41
10721397,76
10721398,11
10721690,19
10721715,13
10721729,11
10721756,15
10721759,11
10721761,5
10721770,41
10721777,5
10721785,47
10721786,16
10721787,18
10721806,91
10721807,13
10721815,17
10721817,15
10721818,52
10721822,84
10721832,74
10721836,74
10721841,92
10721912,55
10722020,15
10722025,19
10722026,1
10722027,19
10722071,16
10722094,96
10722127,12
10722128,13
10722141,1
10722165,13
10722166,15
10722197,1
10722198,79
10722208,13
10722229,33
10722236,14
10722237,48
10722305,12
10722316,15
10722337,19
10722432,13
10722471,56
10722473,58
10722513,82
10722514,83
10722585,18
10722586,4
10722628,64
10722654,15
10722899,75
10722909,99
10723039,2
10723394,63
10723412,13
10723428,16
10723448,15
10723456,87
10723457,76
10723552,13
10723559,16
10723815,14
10723883,11
10723978,11
10724002,22
10724012,12
10724048,0
10724068,3
10724074,14
10724104,51
10724171,14
10724269,29
10724340,13
10724349,15
10724490,8
10724517,39
10724518,74
10724519,11
10724638,1
10724718,72
10724885,14
10724892,12
10724946,38
10725026,37
10725091,95
10725135,5
10725247,7
10725257,3
10725261,18
10725268,8
10725280,69
10725306,3
10725307,62
10725308,79
10725309,19
10725311,17
10725389,77
10725406,14
10725487,19
10725504,3
10725505,15
10725506,8
10725516,49
10725572,11
10725590,17
10725598,66
10725684,0
10725696,11
10725708,11
10725723,83
10725737,36
10725797,17
10725844,38
10725866,39
10725950,13
10726058,22
10726059,17
10726254,16
10726286,12
10726345,62
10726384,84
10726389,14
10726404,81
10726485,12
10726568,19
10726617,19
10726625,26
10726628,16
10726714,52
10726776,64
10726797,62
10726855,91
10726857,2
10726912,14
10726922,12
10726933,16
10726957,29
10727023,2
10727234,18
10727254,99
10727278,18
10727280,67
10727290,16
10727291,39
10727316,17
10727342,17
10727365,88
10727372,61
10727433,38
10727439,79
10727512,14
10727514,85
10727515,29
10727516,8
10727548,2
10727549,17
10727650,11
10727671,81
10727782,27
10727877,19
10727880,16
10728030,18
10728155,91
10728205,3
10728229,15
10728230,2
10728244,13
10728264,11
10728268,8
10728359,52
10728375,14
10728424,7
10728456,87
10728548,69
10728732,19
10728770,12
10728861,51
10728901,14
10728925,13
10729024,9
10729197,17
10729226,17
10729256,79
10729257,94
10729277,18
10729418,1
10729725,13
10729730,12
10729746,52
10729755,67
10729793,5
10729844,1
10729875,75
10729904,19
10729932,33
10729960,26
10729975,57
10729977,53
10729978,63
10730017,17
10730164,17
10730191,7
10730208,76
10730209,17
10730244,16
10730341,12
10730405,39
10730419,84
10730425,41
10730429,95
10730431,13
10730433,13
10730446,13
10730462,11
10730477,18
10730487,11
10730492,16
10730512,64
10730541,13
10730550,15
10730551,61
10730582,0
10730621,28
10730629,24
10730631,31
10730633,19
10730636,17
10730655,18
10730664,17
10730677,89
10730680,14
10730684,18
10730694,27
10730695,15
10730697,11
10730698,17
10730700,83
10730720,17
10730721,7
10730722,15
10730723,57
10730724,88
10730728,17
10730733,1
10730740,54
10730741,72
10730768,13
10730772,56
10730776,1
10730781,11
10730795,13
10730802,77
10730808,16
10730854,95
10730857,14
10730858,16
10730861,13
10730862,15
10730866,94
10730883,29
10730885,83
10730891,52
10730892,34
10730895,56
10730908,18
10730910,93
10730927,17
10730934,48
10730943,18
10730974,1
10730992,22
10730994,99
10731011,16
10731015,45
10731037,12
10731040,87
10731098,17
10731101,22
10731121,16
10731122,15
10731127,14
10731128,7
10731131,2
10731147,86
10731160,27
10731219,97
10731229,91
10731243,21
10731246,1
10731248,19
10731249,27
10731250,13
10731254,17
10731299,13
10731301,15
10731309,19
10731445,95
10731446,12
10731452,15
10731464,2
10731466,17
10731482,11
10731486,17
10731492,2
10731493,2
10731512,32
10731541,46
10731642,17
10731649,3
10731662,91
10731680,18
10731708,54
10731711,89
10731757,88
10731771,15
10731792,17
10731885,45
10731897,31
10731904,61
10731929,2
10731934,45
10731963,48
10731964,67
10731966,13
10731971,97
10731979,18
10731981,86
10731987,35
10731990,18
10732008,83
10732009,14
10732110,16
10732128,13
10732133,5
10732183,14
10732201,19
10732225,2
10732623,38
10732658,11
10732799,16
10732856,12
10732879,16
10732880,5
10732882,54
10732931,14
10732932,18
10732995,72
10732997,86
10733013,1
10733030,17
10733042,54
10733051,98
10733112,12
10733136,15
10733158,91
10733248,11
10733332,12
10733339,13
10733372,23
10733458,19
10733544,2
10733547,14
10733558,35
10733568,6
10733592,65
10733607,41
10733608,11
10733616,13
10733627,48
10733631,13
10733648,14
10733649,18
10733676,3
10733677,19
10733680,77
10733683,85
10733693,19
10733696,27
10733705,32
10733718,66
10733719,85
10733768,12
10733769,13
10733773,19
10733846,18
10733974,1
10733980,24
10733989,22
10734009,19
10734053,17
10734139,11
10734140,29
10734142,15
10734147,13
10734279,14
10734327,15
10734445,2
10734457,81
10734485,4
10734537,15
10734578,11
10734620,17
10734648,4
10734650,69
10734669,18
10734713,16
10734770,18
10734781,15
10734793,19
10734836,46
10734837,75
10734841,16
10734878,14
10734927,12
10734930,3
10734981,64
10735009,31
10735038,18
10735062,21
10735063,87
10735110,31
10735118,87
10735122,9
10735180,18
10735199,14
10735202,18
10735237,13
10735238,14
10735240,13
10735241,18
10735263,38
10735264,12
10735309,12
10735348,12
10735404,28
10735424,12
10735452,2
10735468,17
10735494,13
10735545,82
10735662,75
10735841,19
10735882,19
10735890,44
10735910,16
10735957,19
10735992,18
10735995,76
10735999,19
10736015,69
10736039,17
10736053,17
10736081,6
10736082,65
10736193,17
10736234,14
10736239,62
10736251,14
10736256,29
10736314,57
10736324,17
10736366,58
10736374,12
10736383,12
10736413,56
10736438,34
10736445,15
10736459,3
10736501,74
10736506,28
10736536,2
10736548,82
10736579,2
10736598,12
10736599,11
10736629,2
10736658,16
10736690,71
10736720,92
10736781,17
10736859,17
10736909,2
10737252,16
10737253,7
10737254,0
10737255,13
10737256,17
10737257,14
10737258,82
10737259,11
10737260,27
10737261,93
10737262,19
10737263,18
10737264,18
10737265,18
10737266,18
10737267,57
10737268,12
10737269,11
10737270,13
10737271,5
10737272,93
10737273,18
10737274,48
10737275,8
10737276,4
10737277,2
10737278,2
10737279,36
10737280,19
10737281,2
10737282,34
10737283,18
10737284,78
10737285,2
10737286,16
10737287,12
10737288,2
10737289,1
10737290,69
10737291,16
10737292,2
10737293,64
10737294,14
10737295,34
10737296,13
10737297,98
10737298,61
10737299,99
10737300,18
10737301,39
10737302,18
10737303,11
10737304,1
10737305,14
10737306,57
10737307,35
10737308,17
10737309,28
10737310,16
10737311,18
10737312,27
10737313,33
10737314,13
10737315,0
10737316,11
10737317,82
10737318,65
10737319,77
10737320,18
10737321,33
10737322,19
10737323,11
10737324,18
10737325,8
10737326,1
10737327,12
10737328,25
10737329,15
10737330,2
10737331,31
10737332,43
10737333,6
10737334,98
10737335,13
10737336,18
10737337,16
10737338,58
10737339,5
10737340,11
10737341,16
10737342,19
10737343,14
10737344,55
10737345,26
10737346,11
10737347,12
10737348,31
10737349,11
10737350,19
10737351,79
10737352,16
10737353,13
10737354,9
10737355,52
10737356,94
10737357,12
10737358,1
10737359,12
10737360,11
10737361,13
10737362,35
10737363,15
10737364,12
10737365,53
10737366,13
10737367,88
10737368,13
10737369,17
10737370,14
10737371,74
10737372,98
10737373,47
10737374,26
10737375,86
10737376,7
10737377,82
10737378,14
10737379,18
10737380,57
10737381,18
10737382,3
10737383,92
10737384,92
10737385,2
10737386,19
10737387,18
10737388,11
10737389,11
10737390,13
10737391,13
10737392,1
10737393,54
10737394,1
10737395,16
10737396,17
10737397,11
10737398,5
10737399,88
10737400,51
10737401,14
10737402,34
10737403,6
10737404,2
10737405,0
10737406,13
10737407,12
10737408,17
10737409,39
10737410,55
10737411,17
10737412,46
10737413,82
10737414,28
10737415,12
10737416,11
10737417,64
10737418,32
10737419,18
10737420,14
10737421,56
10737422,16
10737423,19
10737424,18
10737425,1
10737426,19
10737427,13
10737428,15
10737429,29
10737430,17
10737431,19
10737432,2
10737433,39
10737434,15
10737435,94
10737436,27
10737437,19
10737438,37
10737439,42
10737440,44
10737441,14
10737442,69
10737443,12
10737444,85
10737445,18
10737446,12
10737447,2
10737448,97
10737449,12
10737450,1
10737451,17
10737452,34
10737453,4
10737454,19
10737455,8
10737456,1
10737457,53
10737458,15
10737459,4
10737460,17
10737461,88
10737462,73
10737463,2
10737464,15
10737465,14
10737466,15
10737467,12
10737468,13
10737469,42
10737470,15
10737471,19
10737472,2
10737473,2
10737474,14
10737475,31
10737476,19
10737477,13
10737478,16
10737479,89
10737480,19
10737481,61
10737482,11
10737483,13
10737484,17
10737485,84
10737486,15
10737487,11
10737488,32
10737489,14
10737490,18
10737491,18
10737492,11
10737493,15
10737494,2
10737495,13
10737496,13
10737497,11
10737498,87
10737499,11
10737500,98
10737501,2
10737502,43
10737503,93
10737504,11
10737505,29
10737506,26
10737507,19
10737508,13
10737509,72
10737510,6
10737511,16
10737512,15
10737513,89
10737514,29
10737515,94
10737516,11
10737517,18
10737518,13
10737519,1
10737520,12
10737521,47
10737522,32
10737523,17
10737524,14
10737525,15
10737526,15
10737527,15
10737528,89
10737529,75
10737530,1
10737531,6
10737532,4
10737533,17
10737534,74
10737535,68
10737536,14
10737537,13
10737538,18
10737539,15
10737540,35
10737541,58
10737542,39
10737543,43
10737544,27
10737545,52
10737546,45
10737547,12
10737548,17
10737549,57
10737550,12
10737551,1
10737552,16
10737553,14
10737554,16
10737555,1
10737556,63
10737557,86
10737558,61
10737559,25
10737560,13
10737561,2
10737562,23
10737563,18
10737564,82
10737565,2
10737566,18
10737567,57
10737568,61
10737569,17
10737570,78
10737571,0
10737572,56
10737573,96
10737574,17
10737575,7
10737576,55
10737577,33
10737578,16
10737579,41
10737580,23
10737581,1
10737582,97
10737583,15
10737584,85
10737585,15
10737586,17
10737587,46
10737588,8
10737589,9
10737590,63
10737591,45
10737592,74
10737593,42
10737594,88
10737595,12
10737596,31
10737597,1
10737598,98
10737599,76
10737600,19
10737601,59
10737602,11
10737603,98
10737604,13
10737605,9
10737606,46
10737607,9
10737608,6
10737609,19
10737610,69
10737611,74
10737612,18
10737613,19
10737614,97
10737615,68
10737616,94
10737617,16
10737618,17
10737619,15
10737620,16
10737621,84
10737622,1
10737623,17
10737624,14
10737625,95
10737626,71
10737627,14
10737628,15
10737629,66
10737630,47
10737631,58
10737632,13
10737633,31
10737634,16
10737635,48
10737636,16
10737637,15
10737638,14
10737639,16
10737640,83
10737641,11
10737642,13
10737643,16
10737644,15
10737645,65
10737646,15
10737647,15
10737648,13
10737649,1
10737650,13
10737651,33
10737652,14
10737653,19
10737654,16
10737655,3
10737656,43
10737657,33
10737658,93
10737659,95
10737660,46
10737661,14
10737662,17
10737663,56
10737664,88
10737665,14
10737666,14
10737667,3
10737668,48
10737669,22
10737670,97
10737671,1
10737672,8
10737673,16
10737674,53
10737675,15
10737676,38
10737677,61
10737678,18
10737679,24
10737680,13
10737681,7
10737682,12
10737683,11
10737684,89
10737685,16
10737686,55
10737687,13
10737688,47
10737689,19
10737690,12
10737691,56
10737692,19
10737693,12
10737694,1
10737695,1
10737696,2
10737697,9
10737698,14
10737699,1
10737700,1
10737701,12
10737702,18
10737703,17
10737704,94
10737705,2
10737706,48
10737707,74
10737708,15
10737709,72
10737710,35
10737711,39
10737712,14
10737713,76
10737714,14
10737715,91
10737716,69
10737717,15
10737718,12
10737719,53
10737720,84
10737721,16
10737722,91
10737723,14
10737724,18
10737725,16
10737726,21
10737727,31
10737728,79
10737729,19
10737730,84
10737731,37
10737732,32
10737733,89
10737734,76
10737735,17
10737736,11
10737737,18
10737738,28
10737739,77
10737740,18
10737741,67
10737742,15
10737743,24
10737744,13
10737745,43
10737746,13
10737747,13
10737748,62
10737749,78
10737750,14
10737751,12
10737752,54
10737753,13
10737754,15
10737755,17
10737756,66
10737757,11
10737758,7
10737759,19
10737760,14
10737761,55
10737762,98
10737763,29
10737764,49
10737765,18
10737766,12
10737767,27
10737768,19
10737769,85
10737770,58
10737771,68
10737772,18
10737773,15
10737774,1
10737775,14
10737776,11
10737777,16
10737778,2
10737779,13
10737780,19
10737781,2
10737782,52
10737783,2
10737784,25
10737785,1
10737786,38
10737787,19
10737788,68
10737789,51
10737790,13
10737791,3
10737792,72
10737793,93
10737794,23
10737795,72
10737796,57
10737797,57
10737798,85
10737799,85
10737800,62
10737801,74
10737802,19
10737803,12
10737804,3
10737805,76
10737806,36
10737807,18
10737808,13
10737809,55
10737810,58
10737811,19
10737812,12
10737813,21
10737814,17
10737815,5
10737816,14
10737817,16
10737818,91
10737819,17
10737820,41
10737821,3
10737822,19
10737823,31
10737824,5
10737825,18
10737826,35
10737827,57
10737828,98
10737829,17
10737830,63
10737831,19
10737832,97
10737833,42
10737834,18
10737835,17
10737836,54
10737837,19
10737838,13
10737839,13
10737840,21
10737841,16
10737842,12
10737843,14
10737844,2
10737845,13
10737846,4
10737847,18
10737848,42
10737849,56
10737850,12
10737851,16
10737852,14
10737853,11
10737854,77
10737855,43
10737856,83
10737857,13
10737858,15
10737859,64
10737860,11
10737861,97
10737862,16
10737863,45
10737864,18
10737865,14
10737866,16
10737867,15
10737868,2
10737869,16
10737870,19
10737871,68
10737872,11
10737873,14
10737874,18
10737875,9
10737876,33
10737877,99
10737878,14
10737879,95
10737880,13
10737881,12
10737882,19
10737883,11
10737884,15
10737885,2
10737886,17
10737887,11
10737888,76
10737889,11
10737890,76
10737891,88
10737892,1
10737893,17
10737894,13
10737895,19
10737896,17
10737897,17
10737898,12
10737899,12
10737900,61
10737901,63
10737902,17
10737903,1
10737904,24
10737905,12
10737906,17
10737907,2
10737908,11
10737909,15
10737910,76
10737911,2
10737912,1
10737913,89
10737914,13
10737915,12
10737916,13
10737917,13
10737918,45
10737919,14
10737920,64
10737921,2
10737922,17
10737923,17
10737924,71
10737925,18
10737926,16
10737927,29
10737928,1
10737929,59
10737930,4
10737931,2
10737932,72
10737933,11
10737934,15
10737935,59
10737936,16
10737937,11
10737938,15
10737939,13
10737940,51
10737941,75
10737942,2
10737943,21
10737944,19
10737945,18
10737946,15
10737947,42
10737948,14
10737949,11
10737950,25
10737951,47
10737952,17
10737953,13
10737954,18
10737955,1
10737956,73
10737957,71
10737958,33
10737959,15
10737960,11
10737961,79
10737962,42
10737963,13
10737964,88
10737965,99
10737966,17
10737967,13
10737968,71
10737969,2
10737970,56
10737971,15
10737972,1
10737973,29
10737974,16
10737975,14
10737976,12
10737977,18
10737978,39
10737979,18
10737980,6
10737981,19
10737982,19
10737983,15
10737984,16
10737985,41
10737986,16
10737987,37
10737988,16
10737989,13
10737990,73
10737991,11
10737992,12
10737993,8
10737994,97
10737995,7
10737996,19
10737997,12
10737998,19
10737999,63
10738000,14
10738001,17
10738002,15
10738003,17
10738004,12
10738005,39
10738006,17
10738007,17
10738008,67
10738009,19
10738010,16
10738011,25
10738012,17
10738013,2
10738014,73
10738015,66
10738016,18
10738017,15
10738018,35
10738019,82
10738020,25
10738021,18
10738022,9
10738023,17
10738024,75
10738025,29
10738026,12
10738027,13
10738028,2
10738029,18
10738030,2
10738031,48
10738032,15
10738033,53
10738034,77
10738035,9
10738036,2
10738037,16
10738038,82
10738039,21
10738040,16
10738041,14
10738042,1
10738043,19
10738044,78
10738045,15
10738046,19
10738047,25
10738048,19
10738049,78
10738050,1
10738051,9
10738052,68
10738053,12
10738054,11
10738055,13
10738056,44
10738057,4
10738058,17
10738059,5
10738060,44
10738061,15
10738062,16
10738063,13
10738064,12
10738065,49
10738066,47
10738067,17
10738068,22
10738069,19
10738070,16
10738071,71
10738072,28
10738073,1
10738074,16
10738075,11
10738076,14
10738077,11
10738078,18
10738079,13
10738080,17
10738081,16
10738082,56
10738083,26
10738084,57
10738085,11
10738086,3
10738087,16
10738088,14
10738089,97
10738090,72
10738091,15
10738092,93
10738093,16
10738094,19
10738095,7
10738096,74
10738097,94
10738098,11
10738099,61
10738100,51
10738101,19
10738102,11
10738103,14
10738104,78
10738105,14
10738106,13
10738107,5
10738108,1
10738109,81
10738110,29
10738111,28
10738112,25
10738113,15
10738114,15
10738115,17
10738116,33
10738117,92
10738118,12
10738119,17
10738120,19
10738121,19
10738122,75
10738123,12
10738124,77
10738125,2
10738126,47
10738127,1
10738128,64
10738129,11
10738130,18
10738131,0
10738132,16
10738133,12
10738134,16
10738135,67
10738136,37
10738137,12
10738138,11
10738139,27
10738140,46
10738141,13
10738142,14
10738143,1
10738144,81
10738145,18
10738146,64
10738147,12
10738148,89
10738149,15
10738150,34
10738151,17
10738152,7
10738153,9
10738154,18
10738155,1
10738156,15
10738157,13
10738158,17
10738159,14
10738160,1
10738161,14
10738162,16
10738163,21
10738164,14
10738165,61
10738166,18
10738167,13
10738168,71
10738169,15
10738170,18
10738171,17
10738172,94
10738173,17
10738174,11
10738175,19
10738176,14
10738177,19
10738178,7
10738179,42
10738180,1
10738181,22
10738182,28
10738183,2
10738184,16
10738185,14
10738186,19
10738187,18
10738188,33
10738189,19
10738190,69
10738191,99
10738192,11
10738193,16
10738194,13
10738195,16
10738196,33
10738197,11
10738198,24
10738199,19
10738200,29
10738201,19
10738202,14
10738203,46
10738204,13
10738205,78
10738206,14
10738207,11
10738208,17
10738209,78
10738210,89
10738211,17
10738212,17
10738213,92
10738214,12
10738215,15
10738216,18
10738217,83
10738218,5
10738219,13
10738220,14
10738221,9
10738222,19
10738223,4
10738224,19
10738225,16
10738226,5
10738227,12
10738228,15
10738229,87
10738230,2
10738231,67
10738232,13
10738233,68
10738234,73
10738235,15
10738236,23
10738237,99
10738238,12
10738239,17
10738240,14
10738241,12
10738242,87
10738243,2
10738244,18
10738245,74
10738246,13
10738247,18
10738248,43
10738249,11
10738250,68
10738251,95
10738252,56
10738253,37
10738254,16
10738255,77
10738256,81
10738257,17
10738258,79
10738259,19
10738260,44
10738261,39
10738262,5
10738263,13
10738264,34
10738265,17
10738266,64
10738267,15
10738268,15
10738269,17
10738270,16
10738271,13
10738272,46
10738273,16
10738274,18
10738275,35
10738276,15
10738277,2
10738278,11
10738279,2
10738280,76
10738281,12
10738282,16
10738283,65
10738284,12
10738285,27
10738286,13
10738287,41
10738288,18
10738289,12
10738290,82
10738291,16
10738292,3
10738293,46
10738294,48
10738295,99
10738296,1
10738297,11
10738298,19
10738299,1
10738300,12
10738301,19
10738302,14
10738303,18
10738304,19
10738305,2
10738306,64
10738307,12
10738308,19
10738309,31
10738310,47
10738311,11
10738312,13
10738313,12
10738314,2
10738315,16
10738316,17
10738317,18
10738318,97
10738319,61
10738320,12
10738321,74
10738322,13
10738323,19
10738324,17
10738325,12
10738326,18
10738327,16
10738328,44
10738329,11
10738330,85
10738331,19
10738332,15
10738333,3
10738334,1
10738335,17
10738336,13
10738337,6
10738338,2
10738339,3
10738340,13
10738341,12
10738342,2
10738343,82
10738344,18
10738345,14
10738346,17
10738347,8
10738348,14
10738349,28
10738350,17
10738351,58
10738352,16
10738353,16
10738354,17
10738355,1
10738356,18
10738357,9
10738358,13
10738359,11
10738360,3
10738361,13
10738362,19
10738363,19
10738364,25
10738365,19
10738366,97
10738367,17
10738368,16
10738369,15
10738370,37
10738371,14
10738372,18
10738373,63
10738374,2
10738375,15
10738376,97
10738377,39
10738378,52
10738379,12
10738380,18
10738381,15
10738382,19
10738383,12
10738384,36
10738385,8
10738386,15
10738387,97
10738388,0
10738389,1
10738390,11
10738391,56
10738392,15
10738393,18
10738394,9
10738395,73
10738396,97
10738397,11
10738398,15
10738399,32
10738400,37
10738401,58
10738402,69
10738403,46
10738404,11
10738405,12
10738406,12
10738407,66
10738408,16
10738409,87
10738410,56
10738411,14
10738412,1
10738413,1
10738414,11
10738415,18
10738416,8
10738417,11
10738418,36
10738419,2
10738420,16
10738421,2
10738422,19
10738423,71
10738424,19
10738425,16
10738426,14
10738427,35
10738428,83
10738429,4
10738430,11
10738431,15
10738432,15
10738433,13
10738434,14
10738435,17
10738436,12
10738437,2
10738438,51
10738439,16
10738440,18
10738441,16
10738442,13
10738443,15
10738444,14
10738445,88
10738446,36
10738447,2
10738448,74
10738449,12
10738450,78
10738451,71
10738452,83
10738453,11
10738454,96
10738455,69
10738456,37
10738457,13
10738458,62
10738459,16
10738460,0
10738461,55
10738462,15
10738463,18
10738464,13
10738465,74
10738466,2
10738467,8
10738468,61
10738469,11
10738470,14
10738471,14
10738472,48
10738473,16
10738474,16
10738475,16
10738476,74
10738477,1
10738478,47
10738479,15
10738480,11
10738481,86
10738482,69
10738483,29
10738484,29
10738485,12
10738486,18
10738487,53
10738488,12
10738489,38
10738490,25
10738491,19
10738492,16
10738493,11
10738494,21
10738495,11
10738496,19
10738497,12
10738498,13
10738499,19
10738500,19
10738501,17
10738502,71
10738503,9
