START_ID,END_ID
10745119,18
10745120,19
10745121,11
10745122,15
10745123,17
10745124,12
10745125,56
10745126,55
10745127,19
10745128,32
10745129,12
10745130,15
10745131,11
10745132,2
10745133,11
10745134,13
10745135,86
10745136,75
10745137,17
10745138,74
10745139,19
10745140,6
10745141,2
10745142,94
10745143,14
10745144,11
10745145,18
10745146,18
10745147,49
10745148,11
10745149,1
10745150,39
10745151,15
10745152,97
10745153,14
10745154,15
10745155,47
10745156,0
10745157,25
10745158,84
10745159,13
10745160,77
10745161,1
10745162,19
10745163,75
10745164,93
10745165,92
10745166,16
10745167,1
10745168,75
10745169,54
10745170,13
10745171,39
10745172,13
10745173,4
10745174,12
10745175,16
10745176,17
10745177,2
10745178,97
10745179,98
10745180,19
10745181,15
10745182,64
10745183,87
10745184,2
10745185,49
10745186,16
10745187,41
10745188,13
10745189,63
10745190,64
10745191,15
10745192,16
10745193,1
10745194,19
10745195,31
10745196,2
10745197,95
10745198,93
10745199,12
10745200,24
10745201,77
10745202,13
10745203,39
10745204,17
10745205,16
10745206,17
10745207,44
10745208,95
10745209,19
10745210,12
10745211,2
10745212,35
10745213,14
10745214,85
10745215,14
10745216,78
10745217,16
10745218,51
10745219,16
10745220,19
10745221,18
10745222,7
10745223,19
10745224,16
10745225,17
10745226,11
10745227,18
10745228,17
10745229,1
10745230,15
10745231,61
10745232,73
10745233,53
10745234,15
10745235,13
10745236,95
10745237,58
10745238,16
10745239,3
10745240,15
10745241,12
10745242,12
10745243,16
10745244,14
10745245,3
10745246,37
10745247,94
10745248,29
10745249,19
10745250,41
10745251,18
10745252,12
10745253,34
10745254,15
10745255,13
10745256,15
10745257,11
10745258,1
10745259,15
10745260,44
10745261,37
10745262,2
10745263,11
10745264,98
10745265,16
10745266,14
10745267,32
10745268,4
10745269,65
10745270,19
10745271,76
10745272,43
10745273,31
10745274,44
10745275,53
10745276,2
10745277,19
10745278,34
10745279,14
10745280,19
10745281,16
10745282,83
10745283,4
10745284,19
10745285,17
10745286,57
10745287,15
10745288,15
10745289,48
10745290,13
10745291,13
10745292,15
10745293,38
10745294,19
10745295,2
10745296,41
10745297,18
10745298,13
10745299,12
10745300,12
10745301,2
10745302,61
10745303,14
10745304,14
10745305,59
10745306,91
10745307,18
10745308,98
10745309,23
10745310,91
10745311,53
10745312,89
10745313,17
10745314,16
10745315,12
10745316,22
10745317,15
10745318,98
10745319,16
10745320,2
10745321,13
10745322,27
10745323,11
10745324,55
10745325,92
10745326,16
10745327,19
10745328,5
10745329,13
10745330,21
10745331,38
10745332,6
10745333,7
10745334,21
10745335,12
10745336,13
10745337,36
10745338,88
10745339,11
10745340,19
10745341,81
10745342,78
10745343,1
10745344,19
10745345,88
10745346,92
10745347,1
10745348,26
10745349,86
10745350,62
10745351,11
10745352,17
10745353,19
10745354,16
10745355,9
10745356,19
10745357,19
10745358,43
10745359,32
10745360,83
10745361,17
10745362,2
10745363,68
10745364,47
10745365,6
10745366,1
10745367,13
10745368,17
10745369,28
10745370,15
10745371,1
10745372,24
10745373,18
10745374,59
10745375,85
10745376,13
10745377,2
10745378,17
10745379,62
10745380,86
10745381,64
10745382,1
10745383,14
10745384,19
10745385,3
10745386,81
10745387,95
10745388,15
10745389,22
10745390,55
10745391,56
10745392,19
10745393,15
10745394,19
10745395,19
10745396,19
10745397,12
10745398,56
10745399,13
10745400,16
10745401,39
10745402,12
10745403,14
10745404,2
10745405,54
10745406,15
10745407,14
10745408,14
10745409,14
10745410,19
10745411,17
10745412,19
10745413,1
10745414,14
10745415,12
10745416,34
10745417,16
10745418,31
10745419,14
10745420,17
10745421,14
10745422,12
10745423,13
10745424,11
10745425,12
10745426,93
10745427,14
10745428,34
10745429,75
10745430,27
10745431,33
10745432,85
10745433,41
10745434,1
10745435,6
10745436,86
10745437,17
10745438,0
10745439,4
10745440,18
10745441,15
10745442,51
10745443,77
10745444,16
10745445,45
10745446,34
10745447,63
10745448,2
10745449,95
10745450,54
10745451,0
10745452,11
10745453,0
10745454,15
10745455,1
10745456,14
10745457,55
10745458,17
10745459,51
10745460,58
10745461,15
10745462,39
10745463,57
10745464,16
10745465,15
10745466,85
10745467,5
10745468,15
10745469,16
10745470,13
10745471,15
10745472,76
10745473,68
10745474,65
10745475,15
10745476,19
10745477,16
10745478,14
10745479,14
10745480,32
10745481,72
10745482,75
10745483,11
10745484,12
10745485,7
10745486,7
10745487,18
10745488,88
10745489,15
10745490,31
10745491,19
10745492,17
10745493,27
10745494,28
10745495,45
10745496,11
10745497,71
10745498,8
10745499,9
10745500,52
10745501,18
10745502,86
10745503,11
10745504,6
10745505,11
10745506,81
10745507,33
10745508,15
10745509,13
10745510,71
10745511,11
10745512,47
10745513,68
10745514,96
10745515,16
10745516,2
10745517,68
10745518,13
10745519,11
10745520,2
10745521,9
10745522,11
10745523,17
10745524,15
10745525,18
10745526,4
10745527,75
10745528,6
10745529,66
10745530,87
10745531,17
10745532,11
10745533,82
10745534,3
10745535,62
10745536,16
10745537,96
10745538,52
10745539,85
10745540,25
10745541,71
10745542,7
10745543,62
10745544,11
10745545,15
10745546,96
10745547,11
10745548,1
10745549,6
10745550,12
10745551,99
10745552,2
10745553,13
10745554,14
10745555,66
10745556,18
10745557,35
10745558,54
10745559,14
10745560,1
10745561,13
10745562,16
10745563,12
10745564,1
10745565,72
10745566,14
10745567,2
10745568,55
10745569,15
10745570,48
10745571,18
10745572,5
10745573,9
10745574,71
10745575,14
10745576,14
10745577,11
10745578,28
10745579,86
10745580,88
10745581,71
10745582,19
10745583,1
10745584,12
10745585,2
10745586,49
10745587,14
10745588,14
10745589,72
10745590,12
10745591,15
10745592,63
10745593,15
10745594,15
10745595,2
10745596,13
10745597,63
10745598,71
10745599,5
10745600,14
10745601,19
10745602,97
10745603,11
10745604,36
10745605,64
10745606,17
10745607,13
10745608,12
10745609,9
10745610,2
10745611,4
10745612,25
10745613,11
10745614,69
10745615,11
10745616,1
10745617,15
10745618,64
10745619,31
10745620,7
10745621,22
10745622,57
10745623,17
10745624,12
10745625,68
10745626,11
10745627,0
10745628,74
10745629,17
10745630,2
10745631,18
10745632,82
10745633,83
10745634,24
10745635,8
10745636,8
10745637,13
10745638,54
10745639,86
10745640,45
10745641,9
10745642,93
10745643,73
10745644,18
10745645,18
10745646,75
10745647,52
10745648,15
10745649,81
10745650,97
10745651,43
10745652,6
10745653,11
10745654,4
10745655,28
10745656,0
10745657,14
10745658,16
10745659,64
10745660,91
10745661,6
10745662,2
10745663,19
10745664,2
10745665,49
10745666,19
10745667,12
10745668,11
10745669,18
10745670,14
10745671,16
10745672,15
10745673,98
10745674,43
10745675,1
10745676,11
10745677,13
10745678,6
10745679,19
10745680,14
10745681,13
10745682,85
10745683,58
10745684,98
10745685,79
10745686,31
10745687,17
10745688,7
10745689,49
10745690,18
10745691,91
10745692,16
10745693,98
10745694,1
10745695,19
10745696,1
10745697,13
10745698,14
10745699,65
10745700,51
10745701,2
10745702,51
10745703,17
10745704,15
10745705,87
10745706,17
10745707,1
10745708,83
10745709,18
10745710,82
10745711,46
10745712,16
10745713,96
10745714,99
10745715,82
10745716,73
10745717,2
10745718,17
10745719,72
10745720,11
10745721,19
10745722,15
10745723,11
10745724,33
10745725,83
10745726,12
10745727,16
10745728,44
10745729,49
10745730,55
10745731,14
10745732,12
10745733,69
10745734,14
10745735,19
10745736,15
10745737,18
10745738,16
10745739,28
10745740,96
10745741,34
10745742,14
10745743,19
10745744,52
10745745,72
10745746,51
10745747,17
10745748,3
10745749,13
10745750,11
10745751,2
10745752,4
10745753,13
10745754,15
10745755,2
10745756,5
10745757,16
10745758,56
10745759,19
10745760,18
10745761,5
10745762,52
10745763,2
10745764,18
10745765,92
10745766,85
10745767,16
10745768,36
10745769,15
10745770,27
10745771,1
10745772,14
10745773,22
10745774,1
10745775,22
10745776,6
10745777,12
10745778,14
10745779,12
10745780,11
10745781,43
10745782,2
10745783,18
10745784,35
10745785,2
10745786,17
10745787,14
10745788,58
10745789,13
10745790,55
10745791,18
10745792,51
10745793,16
10745794,28
10745795,32
10745796,12
10745797,7
10745798,18
10745799,15
10745800,18
10745801,2
10745802,77
10745803,13
10745804,23
10745805,33
10745806,14
10745807,35
10745808,13
10745809,53
10745810,41
10745811,13
10745812,12
10745813,8
10745814,17
10745815,61
10745816,17
10745817,26
10745818,12
10745819,36
10745820,77
10745821,38
10745822,1
10745823,12
10745824,18
10745825,6
10745826,21
10745827,16
10745828,53
10745829,91
10745830,16
10745831,12
10745832,15
10745833,18
10745834,2
10745835,2
10745836,16
10745837,19
10745838,11
10745839,38
10745840,14
10745841,12
10745842,16
10745843,19
10745844,82
10745845,77
10745846,19
10745847,4
10745848,49
10745849,12
10745850,17
10745851,32
10745852,7
10745853,67
10745854,18
10745855,37
10745856,49
10745857,15
10745858,12
10745859,1
10745860,42
10745861,14
10745862,76
10745863,18
10745864,16
10745865,13
10745866,31
10745867,19
10745868,22
10745869,16
10745870,14
10745871,8
10745872,11
10745873,48
10745874,17
10745875,6
10745876,14
10745877,8
10745878,13
10745879,14
10745880,79
10745881,31
10745882,18
10745883,11
10745884,2
10745885,17
10745886,19
10745887,13
10745888,13
10745889,19
10745890,19
10745891,78
10745892,96
10745893,2
10745894,94
10745895,2
10745896,2
10745897,83
10745898,39
10745899,65
10745900,0
10745901,4
10745902,14
10745903,11
10745904,89
10745905,11
10745906,88
10745907,7
10745908,53
10745909,13
10745910,12
10745911,14
10745912,14
10745913,92
10745914,2
10745915,49
10745916,16
10745917,19
10745918,19
10745919,94
10745920,98
10745921,18
10745922,1
10745923,12
10745924,6
10745925,11
10745926,11
10745927,25
10745928,13
10745929,15
10745930,13
10745931,6
10745932,17
10745933,3
10745934,13
10745935,22
10745936,7
10745937,4
10745938,14
10745939,17
10745940,3
10745941,11
10745942,16
10745943,27
10745944,18
10745945,42
10745946,15
10745947,35
10745948,15
10745949,12
10745950,16
10745951,13
10745952,14
10745953,17
10745954,1
10745955,16
10745956,16
10745957,31
10745958,18
10745959,67
10745960,17
10745961,81
10745962,19
10745963,84
10745964,28
10745965,14
10745966,45
10745967,5
10745968,84
10745969,48
10745970,17
10745971,17
10745972,12
10745973,78
10745974,11
10745975,17
10745976,47
10745977,11
10745978,12
10745979,23
10745980,12
10745981,19
10745982,89
10745983,12
10745984,17
10745985,12
10745986,28
10745987,16
10745988,11
10745989,63
10745990,1
10745991,16
10745992,19
10745993,19
10745994,35
10745995,14
10745996,4
10745997,92
10745998,12
10745999,14
10746000,86
10746001,13
10746002,18
10746003,84
10746004,15
10746005,16
10746006,1
10746007,19
10746008,3
10746009,19
10746010,25
10746011,13
10746012,14
10746013,3
10746014,14
10746015,58
10746016,21
10746017,14
10746018,16
10746019,15
10746020,96
10746021,16
10746022,16
10746023,45
10746024,18
10746025,1
10746026,25
10746027,14
10746028,57
10746029,19
10746030,11
10746031,89
10746032,13
10746033,13
10746034,19
10746035,6
10746036,15
10746037,18
10746038,16
10746039,68
10746040,13
10746041,16
10746042,12
10746043,15
10746044,21
10746045,12
10746046,15
10746047,1
10746048,25
10746049,0
10746050,13
10746051,17
10746052,26
10746053,15
10746054,57
10746055,1
10746056,19
10746057,78
10746058,66
10746059,82
10746060,13
10746061,17
10746062,1
10746063,19
10746064,43
10746065,71
10746066,74
10746067,12
10746068,15
10746069,47
10746070,11
10746071,16
10746072,24
10746073,15
10746074,14
10746075,19
10746076,45
10746077,12
10746078,94
10746079,11
10746080,94
10746081,74
10746082,19
10746083,14
10746084,13
10746085,12
10746086,4
10746087,11
10746088,14
10746089,31
10746090,19
10746091,74
10746092,39
10746093,14
10746094,11
10746095,26
10746096,12
10746097,85
10746098,15
10746099,82
10746100,32
10746101,18
10746102,89
10746103,54
10746104,11
10746105,88
10746106,71
10746107,11
10746108,89
10746109,12
10746110,11
10746111,15
10746112,31
10746113,53
10746114,63
10746115,2
10746116,12
10746117,5
10746118,15
10746119,36
10746120,13
10746121,87
10746122,94
10746123,17
10746124,71
10746125,19
10746126,58
10746127,92
10746128,18
10746129,12
10746130,19
10746131,15
10746132,19
10746133,52
10746134,11
10746135,4
10746136,16
10746137,13
10746138,17
10746139,15
10746140,18
10746141,52
10746142,44
10746143,17
10746144,14
10746145,16
10746146,96
10746147,42
10746148,14
10746149,96
10746150,44
10746151,17
10746152,68
10746153,0
10746154,18
10746155,11
10746156,59
10746157,12
10746158,0
10746159,17
10746160,63
10746161,93
10746162,8
10746163,63
10746164,13
10746165,49
10746166,31
10746167,16
10746168,43
10746169,15
10746170,12
10746171,53
10746172,37
10746173,2
10746174,2
10746175,11
10746176,79
10746177,74
10746178,95
10746179,16
10746180,12
10746181,13
10746182,15
10746183,65
10746184,19
10746185,13
10746186,23
10746187,72
10746188,11
10746189,12
10746190,57
10746191,14
10746192,8
10746193,1
10746194,15
10746195,27
10746196,1
10746197,13
10746198,15
10746199,31
10746200,16
10746201,5
10746202,41
10746203,84
10746204,16
10746205,17
10746206,13
10746207,64
10746208,17
10746209,18
10746210,94
10746211,94
10746212,89
10746213,11
10746214,52
10746215,11
10746216,2
10746217,26
10746218,1
10746219,53
10746220,59
10746221,53
10746222,13
10746223,1
10746224,48
10746225,17
10746226,13
10746227,12
10746228,2
10746229,17
10746230,12
10746231,37
10746232,7
10746233,13
10746234,14
10746235,15
10746236,12
10746237,81
10746238,33
10746239,18
10746240,9
10746241,77
10746242,13
10746243,94
10746244,18
10746245,68
10746246,14
10746247,12
10746248,88
10746249,18
10746250,61
10746251,16
10746252,84
10746253,15
10746254,82
10746255,81
10746256,96
10746257,16
10746258,57
10746259,17
10746260,17
10746261,15
10746262,8
10746263,11
10746264,16
10746265,1
10746266,13
10746267,2
10746268,29
10746269,35
10746270,15
10746271,91
10746272,45
10746273,22
10746274,11
10746275,49
10746276,16
10746277,21
10746278,14
10746279,33
10746280,18
10746281,48
10746282,87
10746283,46
10746284,32
10746285,12
10746286,17
10746287,11
10746288,17
10746289,2
10746290,12
10746291,37
10746292,63
10746293,1
10746294,79
10746295,0
10746296,47
10746297,67
10746298,13
10746299,71
10746300,91
10746301,11
10746302,11
10746303,14
10746304,45
10746305,84
10746306,76
10746307,88
10746308,88
10746309,17
10746310,3
10746311,15
10746312,11
10746313,19
10746314,11
10746315,16
10746316,93
10746317,57
10746318,18
10746319,88
10746320,5
10746321,8
10746322,1
10746323,18
10746324,19
10746325,14
10746326,19
10746327,14
10746328,2
10746329,6
10746330,14
10746331,14
10746332,6
10746333,22
10746334,2
10746335,7
10746336,11
10746337,15
10746338,13
10746339,19
10746340,16
10746341,41
10746342,0
10746343,13
10746344,11
10746345,29
10746346,14
10746347,31
10746348,19
10746349,56
10746350,24
10746351,73
10746352,19
10746353,24
10746354,16
10746355,78
10746356,16
10746357,72
10746358,87
10746359,19
10746360,14
10746361,11
10746362,11
10746363,25
10746364,17
10746365,73
10746366,54
10746367,1
10746368,64
10746369,15
10746370,15
10746371,14
10746372,95
10746373,65
10746374,89
10746375,18
10746376,14
10746377,96
10746378,16
10746379,14
10746380,52
10746381,42
10746382,14
10746383,15
10746384,44
10746385,11
10746386,45
10746387,6
10746388,1
10746389,16
10746390,43
10746391,9
10746392,11
10746393,17
10746394,51
10746395,39
10746396,6
10746397,23
10746398,19
10746399,24
10746400,17
10746401,2
10746402,11
10746403,75
10746404,3
10746405,3
10746406,19
10746407,89
10746408,12
10746409,17
10746410,13
10746411,18
10746412,15
10746413,52
10746414,19
10746415,17
10746416,11
10746417,89
10746418,46
10746419,76
10746420,79
10746421,12
10746422,18
10746423,16
10746424,53
10746425,61
10746426,12
10746427,17
10746428,18
10746429,17
10746430,16
10746431,64
10746432,14
10746433,13
10746434,14
10746435,59
10746436,21
10746437,11
10746438,22
10746439,66
10746440,96
10746441,13
10746442,17
10746443,38
10746444,12
10746445,12
10746446,64
10746447,67
10746448,12
10746449,15
10746450,18
10746451,62
10746452,57
10746453,72
10746454,17
10746455,2
10746456,14
10746457,13
10746458,11
10746459,4
10746460,19
10746461,18
10746462,17
10746463,96
10746464,11
10746465,89
10746466,62
10746467,2
10746468,99
10746469,47
10746470,78
10746471,55
10746472,1
10746473,6
10746474,73
10746475,13
10746476,61
10746477,41
10746478,18
10746479,99
10746480,11
10746481,75
10746482,17
10746483,18
10746484,11
10746485,15
10746486,13
10746487,41
10746488,19
10746489,33
10746490,25
10746491,2
10746492,65
10746493,96
10746494,13
10746495,66
10746496,2
10746497,82
10746498,16
10746499,14
10746500,29
10746501,17
10746502,41
10746503,22
10746504,16
10746505,69
10746506,2
10746507,24
10746508,16
10746509,89
10746510,2
10746511,2
10746512,16
10746513,48
10746514,19
10746515,93
10746516,15
10746517,41
10746518,5
10746519,2
10746520,19
10746521,31
10746522,34
10746523,98
10746524,18
10746525,15
10746526,1
10746527,67
10746528,15
10746529,18
10746530,89
10746531,14
10746532,31
10746533,87
10746534,4
10746535,19
10746536,95
10746537,2
10746538,18
10746539,13
10746540,15
10746541,35
10746542,16
10746543,28
10746544,17
10746545,1
10746546,1
10746547,3
10746548,5
10746549,29
10746550,4
10746551,91
10746552,33
10746553,39
10746554,36
10746555,77
10746556,16
10746557,1
10746558,52
10746559,13
10746560,76
10746561,59
10746562,67
10746563,98
10746564,0
10746565,99
10746566,5
10746567,61
10746568,25
10746569,12
10746570,2
10746571,18
10746572,24
10746573,11
10746574,18
10746575,1
10746576,38
10746577,93
10746578,12
10746579,19
10746580,15
10746581,12
10746582,14
10746583,5
10746584,21
10746585,11
10746586,2
10746587,44
10746588,45
10746589,69
10746590,62
10746591,16
10746592,16
10746593,66
10746594,82
10746595,51
10746596,17
10746597,37
10746598,56
10746599,12
10746600,76
10746601,74
10746602,68
10746603,98
10746604,66
10746605,58
10746606,58
10746607,11
10746608,23
10746609,15
10746610,14
10746611,79
10746612,39
10746613,2
10746614,77
10746615,16
10746616,16
10746617,44
10746618,58
10746619,39
10746620,13
10746621,19
10746622,18
10746623,18
10746624,69
10746625,8
10746626,19
10746627,12
10746628,33
10746629,13
10746630,72
10746631,45
10746632,97
10746633,12
10746634,13
10746635,3
10746636,47
10746637,93
10746638,2
10746639,55
10746640,11
10746641,14
10746642,17
10746643,49
10746644,1
10746645,97
10746646,52
10746647,14
10746648,24
10746649,15
10746650,81
10746651,44
10746652,14
10746653,1
10746654,12
10746655,2
10746656,29
10746657,91
10746658,1
10746659,72
10746660,66
10746661,61
10746662,28
10746663,17
10746664,19
10746665,17
10746666,33
10746667,15
10746668,86
10746669,12
10746670,13
10746671,96
10746672,45
10746673,92
10746674,61
10746675,12
10746676,26
10746677,23
10746678,26
10746679,74
10746680,1
10746681,4
10746682,5
10746683,15
10746684,66
10746685,14
10746686,15
10746687,16
10746688,15
10746689,15
10746690,61
10746691,14
10746692,14
10746693,55
10746694,9
10746695,13
10746696,14
10746697,13
10746698,75
10746699,1
10746700,18
10746701,42
10746702,9
10746703,47
10746704,17
10746705,18
10746706,19
10746707,17
10746708,84
10746709,19
10746710,14
10746711,1
10746712,11
10746713,11
10746714,39
10746715,14
10746716,19
10746717,15
10746718,18
10746719,6
10746720,17
10746721,15
10746722,18
10746723,34
10746724,16
10746725,86
10746726,18
10746727,4
10746728,37
10746729,19
10746730,4
10746731,18
10746732,12
10746733,11
10746734,13
10746735,1
10746736,17
10746737,78
10746738,77
10746739,19
10746740,16
10746741,17
10746742,68
10746743,64
10746744,8
10746745,12
10746746,19
10746747,1
10746748,12
10746749,72
10746750,17
10746751,51
10746752,13
10746753,84
10746754,11
10746755,53
10746756,83
10746757,74
10746758,28
10746759,26
10746760,11
10746761,54
10746762,11
10746763,11
10746764,12
10746765,31
10746766,12
10746767,76
10746768,11
10746769,14
10746770,1
10746771,2
10746772,45
10746773,16
10746774,16
10746775,17
10746776,62
10746777,63
10746778,19
10746779,1
10746780,77
10746781,88
10746782,14
10746783,11
10746784,18
10746785,37
10746786,97
10746787,36
10746788,76
10746789,6
10746790,1
10746791,9
10746792,12
10746793,6
10746794,66
10746795,62
10746796,13
10746797,94
10746798,19
10746799,17
10746800,79
10746801,19
10746802,14
10746803,2
10746804,4
10746805,42
10746806,19
10746807,12
10746808,21
10746809,47
10746810,54
10746811,59
10746812,18
10746813,13
10746814,2
10746815,95
10746816,16
10746817,19
10746818,15
10746819,37
10746820,12
10746821,57
10746822,12
10746823,18
10746824,82
10746825,33
10746826,19
10746827,19
10746828,3
10746829,22
10746830,14
10746831,15
10746832,17
10746833,1
10746834,61
10746835,64
10746836,26
10746837,19
10746838,91
10746839,14
10746840,85
10746841,15
10746842,12
10746843,36
10746844,14
10746845,16
10746846,45
10746847,2
10746848,7
10746849,63
10746850,18
10746851,17
10746852,12
10746853,15
10746854,4
10746855,11
10746856,18
10746857,63
10746858,99
10746859,56
10746860,12
10746861,15
10746862,95
10746863,12
10746864,81
10746865,14
10746866,18
10746867,29
10746868,17
10746869,2
10746870,57
10746871,77
10746872,52
10746873,12
10746874,1
10746875,82
10746876,17
10746877,18
10746878,16
10746879,65
10746880,39
10746881,27
10746882,81
10746883,69
10746884,45
10746885,12
10746886,1
10746887,2
10746888,49
10746889,91
10746890,26
10746891,17
10746892,12
10746893,2
10746894,15
10746895,77
10746896,18
10746897,97
10746898,14
10746899,42
10746900,12
10746901,1
10746902,15
10746903,17
10746904,12
10746905,11
10746906,83
10746907,17
10746908,16
10746909,18
10746910,49
10746911,18
10746912,18
10746913,86
10746914,44
10746915,9
10746916,19
10746917,12
10746918,4
10746919,11
10746920,19
10746921,14
10746922,11
10746923,55
10746924,99
10746925,32
10746926,28
10746927,14
10746928,16
10746929,17
10746930,11
10746931,19
10746932,62
10746933,12
10746934,11
10746935,57
10746936,39
10746937,81
10746938,12
10746939,38
10746940,14
10746941,16
10746942,2
10746943,1
10746944,17
10746945,19
10746946,16
10746947,22
10746948,62
10746949,45
10746950,17
10746951,17
10746952,17
10746953,14
10746954,13
10746955,5
10746956,75
10746957,1
10746958,14
10746959,38
10746960,67
10746961,18
10746962,16
10746963,86
10746964,16
10746965,19
10746966,72
10746967,19
10746968,11
10746969,79
10746970,18
10746971,97
10746972,17
10746973,19
10746974,16
10746975,13
10746976,0
10746977,63
10746978,18
10746979,11
10746980,76
10746981,77
10746982,11
10746983,7
10746984,2
10746985,13
10746986,19
10746987,33
10746988,62
10746989,19
10746990,94
10746991,87
10746992,15
10746993,92
10746994,17
10746995,19
10746996,9
10746997,33
10746998,2
10746999,18
10747000,2
10747001,18
10747002,28
10747003,14
10747004,28
10747005,14
10747006,67
10747007,8
10747008,38
10747009,16
10747010,82
10747011,15
10747012,18
10747013,56
10747014,44
10747015,83
10747016,15
10747017,48
10747018,14
10747019,11
10747020,16
10747021,1
10747022,1
10747023,73
10747024,14
10747025,18
10747026,95
10747027,14
10747028,37
10747029,36
10747030,31
10747031,21
10747032,35
10747033,26
10747034,35
10747035,33
10747036,18
10747037,93
10747038,54
10747039,12
10747040,17
10747041,45
10747042,22
10747043,11
10747044,94
10747045,26
10747046,16
10747047,96
10747048,1
10747049,12
10747050,46
10747051,8
10747052,17
10747053,14
10747054,16
10747055,16
10747056,13
10747057,17
10747058,2
10747059,92
10747060,18
10747061,93
10747062,5
10747063,13
10747064,25
10747065,33
10747066,99
10747067,12
10747068,17
10747069,14
10747070,13
10747071,94
10747072,3
10747073,12
10747074,11
10747075,14
10747076,16
10747077,98
10747078,5
10747079,93
10747080,11
10747081,83
10747082,17
10747083,49
10747084,71
10747085,38
10747086,14
10747087,11
10747088,13
10747089,6
10747090,16
10747091,12
10747092,85
10747093,75
10747094,57
10747095,55
10747096,11
10747097,17
10747098,6
10747099,16
10747100,15
10747101,53
10747102,17
10747103,15
10747104,26
10747105,17
10747106,2
10747107,19
10747108,2
10747109,12
10747110,18
10747111,17
10747112,23
10747113,75
10747114,13
10747115,56
10747116,99
10747117,18
10747118,15
10747119,1
10747120,55
10747121,6
10747122,18
10747123,15
10747124,19
10747125,15
10747126,18
10747127,22
10747128,1
10747129,2
10747130,13
10747131,74
10747132,17
10747133,58
10747134,17
10747135,2
10747136,1
10747137,1
10747138,1
10747139,15
10747140,1
10747141,6
10747142,17
10747143,82
10747144,18
10747145,19
10747146,14
10747147,15
10747148,12
10747149,13
10747150,16
10747151,6
10747152,55
10747153,57
10747154,13
10747155,17
10747156,2
10747157,11
10747158,12
10747159,14
10747160,52
10747161,17
10747162,33
10747163,8
10747164,14
10747165,12
10747166,28
10747167,87
10747168,19
10747169,7
10747170,16
10747171,11
10747172,2
10747173,13
10747174,1
10747175,74
10747176,31
10747177,4
10747178,22
10747179,2
10747180,75
10747181,11
10747182,13
10747183,77
10747184,16
10747185,0
10747186,15
10747187,11
10747188,17
10747189,1
10747190,14
10747191,19
10747192,17
10747193,18
10747194,8
10747195,11
10747196,11
10747197,12
10747198,18
10747199,11
10747200,64
10747201,15
10747202,13
10747203,17
10747204,71
10747205,15
10747206,18
10747207,11
10747208,11
10747209,16
10747210,14
10747211,13
10747212,14
10747213,19
10747214,57
10747215,16
10747216,12
10747217,13
10747218,31
10747219,18
10747220,82
10747221,82
10747222,51
10747223,11
10747224,1
10747225,29
10747226,19
10747227,98
10747228,73
10747229,33
10747230,17
10747231,18
10747232,64
10747233,11
10747234,29
10747235,63
10747236,2
10747237,13
10747238,18
10747239,11
10747240,17
10747241,86
10747242,57
10747243,82
10747244,28
10747245,1
10747246,16
10747247,51
10747248,8
10747249,67
10747250,13
10747251,32
10747252,14
10747253,11
10747254,8
10747255,17
10747256,7
10747257,12
10747258,15
10747259,18
10747260,65
10747261,37
10747262,0
10747263,12
10747264,13
10747265,74
10747266,2
10747267,18
10747268,16
10747269,48
10747270,23
10747271,45
10747272,18
10747273,8
10747274,46
10747275,13
10747276,4
10747277,55
10747278,58
10747279,82
10747280,48
